objective,nodes_to_best,edges_to_best,nodes_avg,edges_avg
6068,142,100,152.749,104.139
6267,139,105,147.738,102.031
6152,143,100,151.559,103.832
5949,140,94,149.329,99.8899
6419,143,108,149.211,103.851
5493,141,99,149.315,99.1281
4013,139,97,146.622,95.9019
5856,139,92,146.506,97.033
6673,143,111,151.468,106.916
5505,141,102,150.275,101.767
4354,141,101,151.931,101.918
4543,143,104,150.881,99.5145
6134,140,104,149.973,103.382
6789,140,104,148.147,102.644
6186,142,95,152.385,104.187
4672,139,95,148.633,96.6066
4863,145,94,151.184,95.7958
5515,143,102,153.284,105.739
6356,136,101,144.283,94.7487
5122,136,91,148.191,100.216
5994,145,111,153.322,106.858
6169,143,97,152.764,105.248
5293,143,111,148.438,100.509
5679,144,98,148.652,100.649
6384,140,102,151.105,107.169
5537,143,104,152.59,105.444
6653,138,98,145.433,100.148
6019,145,104,153.281,106.317
5202,139,94,151.994,105.289
6293,145,107,153.883,106.37
5693,139,97,149.556,102.06
4800,139,93,149.199,99.6306
5928,142,95,148.316,95.8208
6126,137,97,144.323,95.4354
6470,139,110,147.501,103.824
6678,139,102,149.26,103.786
5995,144,103,152.119,104.106
5971,140,94,146.752,97.4424
5587,143,106,153.403,107.626
6817,141,109,151.253,108.833
6718,147,115,151.875,106.322
6995,139,102,142.438,98.4795
6366,144,103,152.615,108.049
7107,143,109,150.05,106.841
6440,139,87,151.204,104.801
7098,141,108,150.375,106.622
6258,146,103,153.786,106.631
5240,143,99,152.86,104.872
6507,137,101,148.28,103.901
6826,138,97,146.901,101.635
5111,141,103,148.999,103.025
6827,142,113,149.434,104.719
5654,140,105,149.392,104.066
5245,145,106,155.234,107.47
6434,145,108,152.503,107.002
5948,139,91,151.864,104.586
6319,140,96,150.834,104.88
5464,143,98,152.923,105.42
5814,145,108,149.113,100.721
6576,141,109,147.824,104.141
5139,145,103,152.182,103.516
6849,140,112,149.515,106.91
5228,143,105,150.586,102.141
5815,142,95,149.642,101.143
6746,137,95,143.422,97.8448
6492,135,92,147.361,103.372
4093,139,88,152.349,100.046
6198,140,102,146.705,99.9189
5639,141,101,150.049,102.716
5981,140,104,151.01,107.966
6617,144,103,149.254,100.268
6356,147,115,150.71,105.541
4664,143,100,151.879,100.299
6800,140,100,147.05,102.523
5045,141,102,152.653,104.695
6425,134,83,147.7,102.311
6298,141,102,151.341,105.232
6062,141,106,146.049,97.5726
4251,142,95,153.638,102.356
6011,138,98,147.498,102.851
4627,146,108,154.605,101.246
5771,136,96,143.344,95.2793
6397,144,115,150.721,105.312
6011,139,99,146.944,99.8589
5408,138,101,148.13,103
5595,140,100,149.798,98.6396
6233,140,102,149.175,103.3
6013,138,102,147.183,100.365
7067,142,101,149.284,104.228
5884,141,98,149.616,102.405
6394,141,98,151.562,107.406
5949,136,92,142.742,95.1692
